0-29;Ein nächtig Blendwerk hat uns hier verwirrt, Und bald wär' mir die Vaterburg zum Grab, Die alte Wiege mir zum Sarg geworden;Heinrich Heine;1821;Lyrik;Almansor
0-30;Erster Maure: Du schienest Spanier durch Barett und Mantel, Und unser Säbel nur bewillkommt Spanier;Heinrich Heine;1821;Lyrik;Almansor
0-31;Hassan (steht langsam auf und spricht mit strengem Tone): Almansor ben Abdullah! steh mir Rede! Wie kömmt dein Leib in diese span'sche Tracht? Wer hat das edle Berberroß behängt Mit dieser gleißend farb'gen Schlangenhaut? Wirf ab die gift'ge Hülle, Sohn Abdullahs,                         Tritt auf das Haupt der Schlange, edles Roß! Almansor (lächelnd): Du bist der alte Eifrer Hassan noch, Und klebst noch fest an Farben und an Formen;Heinrich Heine;1821;Lyrik;Almansor
0-32;Die Schlangenhaut, die schützet wider Schlangen, So wie die Wolfsfellhülle schützt das Lamm,                        Das wehrlos fromm die Waldungen durchstreift;Heinrich Heine;1821;Lyrik;Almansor
0-33;Trotz Hut und Mantel bin ich doch ein Moslem, Denn in der Brust hier trag' ich meinen Turban;Heinrich Heine;1821;Lyrik;Almansor
0-34;Hassan: Gelobt sei Allah! Allah sei gelobt! Legt euch zur Ruhe, Brüder, ich will wachen,                      Verjüngt hat plötzlich sich der alte Hassan;Heinrich Heine;1821;Lyrik;Almansor
0-35;(Die Mauren gehn ab;Heinrich Heine;1821;Lyrik;Almansor
0-36;) Almansor: Wer sind die Männer, die du Brüder nanntest? Hassan: Es sind die Reste jener treuen Diener, Die Allah noch in diesem Land besitzt;Heinrich Heine;1821;Lyrik;Almansor
0-37;Ach! ihre Zahl ist g'ring, und täglich schmilzt sie,              Derweil die Zahl der Schelme täglich anschwillt;Heinrich Heine;1821;Lyrik;Almansor
0-38;Almansor: Wie tief bist du gesunken, o Granada! Hassan: Wohl sinken muß die Stadt, wo Doppelfeinde, Wo drinnen Zwietracht, draußen Arglist wüten;Heinrich Heine;1821;Lyrik;Almansor
0-39;O! Fluch der Nacht, wo diese Weiberarglist                        Mit Männerhabsucht süß gebuhlt! O! Fluch Der Nacht, wo das Verderben von Granada In solcher Glutumarmung ward beraten, O! Fluch der Nacht, wo einst ins Brautbett stieg Don Ferdinand zu Donna Isabella!                                  Wo solches Paar der Zwietracht Funken schürt, Da flackert bald in Flammen auf das Haus;Heinrich Heine;1821;Lyrik;Almansor
0-40;Nicht durch den Speer des kräftigen Leoners, Nicht durch des stolzen Aragoniers Lanze, Nicht durch das Schwert kastil'scher Ritterschaft,              Nur durch Granada selber fiel Granada! Wenn der Erzeuger meuchelt seine Kinder, Die wehrlos eignen Kinder in der Wiege, Und wenn der Sohn die frevelhafte Rechte Entgegenballt dem heil'gen Haupt des Vaters,                      Und wenn der Bruder, auf des Bruders Leiche, Des Thrones blut'ge Stufen frech erklimmt, Und wenn des Reiches pflichtvergeßne Großen Ehrlos der Fahne ihres Erbfeinds folgen: Dann fliehn mit schamerfüllten Angesichtern                       Die Engel, die der Hauptstadt Tore hüten, Und siegreich ziehen ein der Feinde Scharen;Heinrich Heine;1821;Lyrik;Almansor
0-41;Almansor: Ich denke noch des unheilschwangern Tags, Ich stand am Tor des Schlosses unten, plötzlich Sprengt rasch einher, auf schwarzem Roß, ein Reiter;Heinrich Heine;1821;Lyrik;Almansor
0-42;Wild, und verstörten Blicks, und atemlos Fragt er nach Vater;Heinrich Heine;1821;Lyrik;Almansor
0-43;Schnell die Trepp' hinauf,  Und in des Vaters offne Arme sank er;Heinrich Heine;1821;Lyrik;Almansor
0-44;Da sah ich erst, es war der gute Aly  Hassan (bitter): Der gute Aly! Almansor:                      Aly, sprich, was bringst du?     Sprach schnell mein Vater,  O, da stürzten Bäche Blutdunkler Tränen über Alys Wangen, Und schluchzend sprach er: In Granada haben Don Ferdinand und Isabell den Einzug Gehalten unterm Schalle der Drommeten,                            Und König Boabdil hat ihnen knieend Die Schlüssel überreicht auf goldnem Becken, Und auf Alhambras Turm steht aufgepflanzt Kastiliens Fahne und Mendozas Kreuz;Heinrich Heine;1821;Lyrik;Almansor
0-45;Hassan (hält sich die Augen zu): O! eine Gnade nur verlang' ich, Allah!                            Lösch' aus in meinem Hirn dies Bild des Greuels! Almansor: Noch schwebt mir's vor, wie dieser Botschaft Blitz In jedem Mund' die Zunge kalt gelähmt;Heinrich Heine;1821;Lyrik;Almansor
0-46;Bleich, stumm und stieren Blickes stand mein Vater, Die Arme hingen lang und schlaff herab,                           Die Kniee schlotterten, und wie er hinsank, Erhub sich Weiberjammer und Geheul;Heinrich Heine;1821;Lyrik;Almansor
0-47;Hassan: Lösch' aus in meinem Hirn dies Bild des Greuels! Almansor: Da schloß mich an sein Herz der gute Aly, Hielt mir besorgt die nassen Augen zu,                            Um mir des Jammers Anblick zu verbergen, Und zog mich fort, und hub mich auf sein Roß  Hassan (bitter lächelnd): Und trug dich fort nach seinem hübschen Schloß, Wo dich empfing die liebliche Zuleima, Und dir die Träne aus dem Aug' gelächelt,                         Vielleicht geküßt  Almansor:          Du boshaft saurer Hassan! Vergiß nicht, daß ich noch ein Knabe war;Heinrich Heine;1821;Lyrik;Almansor
0-48;Auch irrst du dich, Zuleimas Augenstrahlen Vermochten's nicht, mein nasses Aug' zu trocknen;Heinrich Heine;1821;Lyrik;Almansor
0-49;Ich stahl mich heimlich fort aus Alys Schloß,                     Und war in wen'gen Stunden hier zurück;Heinrich Heine;1821;Lyrik;Almansor
0-50;Hier auf dem Boden wälzte sich mein Vater, Sein Kleid zerrissen, Asche auf dem Haupt, Und wildzerrauft des Bartes weiße Locken;Heinrich Heine;1821;Lyrik;Almansor
0-51;Hier neben ihm lag weinend meine Mutter,                          Mitsamt den Dienerinnen schwarz verschleiert;Heinrich Heine;1821;Lyrik;Almansor
0-52;Und wenn es still ward, und nur eine Stimme Aufseufzend rief das Wort »Granada!« so Ergoß sich doppelt laut die alte Klage;Heinrich Heine;1821;Lyrik;Almansor
0-53;Hassan (weinend): Versieget nie, ihr ew'gen Tränenquellen!      Almansor: Sieh nicht so kläglich aus, du alter Hassan;Heinrich Heine;1821;Lyrik;Almansor
0-54;Weit besser kleidet dich der Löwentrotz, Mit dem du, harnischglänzend, waffenklirrend, Zu uns Erstaunten tratest in den Saal;Heinrich Heine;1821;Lyrik;Almansor
0-55;Ich seh' dich noch, wie du zum Vater sprachest:                   »Ich kann nicht länger dienen dir, Abdullah, Dieweil mein Gott jetzt seines Knechts bedarf;Heinrich Heine;1821;Lyrik;Almansor
0-56;« Und festen Gangs verließest du das Schloß, Und seit der Zeit sah ich dich niemals wieder;Heinrich Heine;1821;Lyrik;Almansor
0-57;Hassan: Zu jenen Kämpfern hatt' ich mich gesellt,               Die ins Gebürge, auf die kalten Höhn, Mit ihren heißen Herzen sich geflüchtet;Heinrich Heine;1821;Lyrik;Almansor
0-58;So wie der Schnee dort oben nimmer schwindet, So schwand auch nie die Glut in unsrer Brust, Wie jene Berge nie und nimmer wanken,                             So wankte nimmer unsre Glaubenstreue, Und wie von jenen Bergen Felsenblöcke Öfters herunter rollen, allzerschmetternd, So stürzten wir von jenen Höhen oft, Zermalmend, auf das Christenvolk im Tal,                          Und wenn sie sterbend röchelten, die Buben, Wenn ferne wimmerten die Trauerglocken, Und Angstgesänge dumpf dazwischen schollen, Dann klang's in unsre Ohren süß wie Wollust;Heinrich Heine;1821;Lyrik;Almansor
0-59;Doch hat solch blutigen Besuch erwidert                         Unlängst Graf Aquilar mit seinen Rittern;Heinrich Heine;1821;Lyrik;Almansor
0-60;Der hat zum letzten Tanz uns aufgespielt, Und beim Geschmetter gellender Trompeten, Bei der Kanonen dumpfem Paukenschalle, Beim Kehrausfiedeln kastilian'scher Klingen,                      Und bei der Kugeln lustig hellem Pfeifen, Flog jählings mancher Maure in den Himmel, Und wen'ge nur entrannen wir dem Tanzplatz;Heinrich Heine;1821;Lyrik;Almansor
0-61;Doch sprich, Almansor, wie erging es Euch? Mit jenen Freunden floh ich jüngst hierher,                       Und fand nur öde Säle, und betrübt Sahn auf mich nieder diese kahlen Wände, Und traur'ge Ahnung gab das traur'ge Schloß;Heinrich Heine;1821;Lyrik;Almansor
0-62;Almansor: Verlange nicht ein Klagelied, laß schlummern Die lieben Toten und Almansors Schmerzen;Heinrich Heine;1821;Lyrik;Almansor
0-63;Du sahst ja damals, wie auf schwarzem Roß Der gute Aly hergebracht das Unglück;Heinrich Heine;1821;Lyrik;Almansor
0-64;Nie kommt das Unglück ohne sein Gefolge! Tagtäglich kamen aus Granada schlimmre Botschaften her, und wie der Wandrer schnell                      Sich mit dem Antlitz auf den Boden wirft, Wenn ihm entgegenweht der glühnde Samum, So stürzten wir oft weinend hin zur Erde, Daß uns der Kunden gift'ger Hauch nicht töte;Heinrich Heine;1821;Lyrik;Almansor
0-65;Bald hörten wir vom Abfall unsrer Priester,                       Der Morabiten und der Alfaquis,  Hassan: Gibt's irgendwo 'nen Glauben zu verschachern, So sind zuerst die Pfaffen bei der Hand;Heinrich Heine;1821;Lyrik;Almansor
0-66;Almansor: Bald hörten wir, daß auch der große Zegri In feiger Todesangst, das Kreuz umklammert,                       Daß vieles Volk dem Beispiel Großer folgte, Und Tausende ihr Haupt zur Taufe beugten,  Hassan: Der neue Himmel lockt viel alte Sünder;Heinrich Heine;1821;Lyrik;Almansor
0-67;Almansor: Wir hörten, daß der furchtbare Ximenes, Inmitten auf dem Markte, zu Granada                             Mir starrt die Zung' im Munde  den Koran In eines Scheiterhaufens Flamme warf! Hassan: Das war ein Vorspiel nur, dort wo man Bücher Verbrennt, verbrennt man auch am Ende Menschen;Heinrich Heine;1821;Lyrik;Almansor
0-68;Almansor: Am Ende kam die allerschlimmste Botschaft:            (Stockt;Heinrich Heine;1821;Lyrik;Almansor
0-69;) Daß auch der gute Aly Christ geworden;Heinrich Heine;1821;Lyrik;Almansor
0-70;(Pause;Heinrich Heine;1821;Lyrik;Almansor
0-71;) Da quoll kein Tropfen aus des Vaters Augen, Kein Klagelaut entstahl sich seinem Mund, Kein Haar entraufte er dem greisen Haupte,  Nur seine Antlitzmuskeln zuckten krampfhaft,                      Und wildverzerrt, und schneidend brach hervor Aus seiner Brust ein gellendes Gelächter;Heinrich Heine;1821;Lyrik;Almansor
0-72;Und wie ich mich mit leisem Weinen nahte, Ergriff's wie Wahnsinnwut den armen Vater;Heinrich Heine;1821;Lyrik;Almansor
0-73;Er zog den Dolch und nannt' mich »Schlangenbrut«                  Und wollt' mir schon die Brust durchstoßen,  plötzlich Zog sich's wie sanftrer Schmerz um seine Lippen;Heinrich Heine;1821;Lyrik;Almansor
0-74;»Du, Knabe, sollst die Schuld nicht büßen,« sprach er, Und wankte fort nach seiner stillen Kammer;Heinrich Heine;1821;Lyrik;Almansor
0-75;Dort saß er schweigend, ohne Speis' und Trank                     Drei Tage lang;Heinrich Heine;1821;Lyrik;Almansor
0-76;Doch wie er da hervorkam, Schien er wie umgewandelt;Heinrich Heine;1821;Lyrik;Almansor
0-77;Ruhig war er, Befahl den Knechten: all sein Hab und Gut Auf Maultier' und auf Wagen aufzuladen, Befahl den Weibern: uns mit Wein und Brot,                        Für eine lange Reise zu versorgen;Heinrich Heine;1821;Lyrik;Almansor
0-78;Als das geschehn, nahm er in seine Arme, Und trug es selbst, das allerbeste Kleinod, Die Rolle der Gesetze Mahomets, Dieselben alten, heil'gen Pergamente,                             Die einst die Väter mitgebracht nach Spanien;Heinrich Heine;1821;Lyrik;Almansor
0-79;Und so verließen wir der Heimat Fluren, Und zogen fort, halb zaudernd und halb eilig, Als wenn es unsichtbar, mit weichen Armen Und schmelzend lieber Stimm', uns rückwärts zöge,                 Und dennoch Wolfsgeheul uns vorwärts triebe;Heinrich Heine;1821;Lyrik;Almansor
0-80;Als wär's ein Mutterkuß beim letzten Scheiden, So sogen wir begierig ein den Duft Der span'schen Myrten- und Zitronenwälder: Derweil die Bäume klagend uns umrauschten,                        Wehmütig süß die Lüfte uns umspielten, Und traur'ge Vöglein, wie zum Lebewohl, Uns stumme Wandrer stumm umflatterten;Heinrich Heine;1821;Lyrik;Almansor
0-81;Hassan: Ihr hieltet fest in Euren treuen Händen Den besten Wanderstab, der Väter Glauben;Heinrich Heine;1821;Lyrik;Almansor
0-82;Almansor: Wo Tariks Fuß zuerst dies Land betrat, Setzten wir schleunig über nach Marokko, Wohin die Besten unsres Volkes flohn;Heinrich Heine;1821;Lyrik;Almansor
0-83;Doch als wir landeten, erblich die Mutter, Und legte still ins Grab ihr müdes Haupt;Heinrich Heine;1821;Lyrik;Almansor
0-84;Hassan: Von rauher Hand versetzt in fremden Boden, Hat welken müssen solche zarte Lilie;Heinrich Heine;1821;Lyrik;Almansor
0-85;Almansor: In Trauerkleidern reisten wir von dannen, Und schlossen uns an jene Karawanen, Die nach dem heil'gen Mekka gläubig wallen;Heinrich Heine;1821;Lyrik;Almansor
0-86;In Yemen, in dem Land der Stammesbrüder, Schloß auch Abdullah die verweinten Augen, Und schlummerte hinüber nach der Heimat, Wo kein Ximenes, keine Isabella;Heinrich Heine;1821;Lyrik;Almansor
0-87;Hassan: Und gibt es in Arabien keine Örter,                     Wo man den toten Vater kann beweinen? Almansor: O, kenntest du die Qual des Ruhelosen, Den unsichtbare Flammengeißeln treiben! Noch einmal wollt' ich küssen Spaniens Boden  Hassan: Und bei Gelegenheit Zuleimas Lippen;Heinrich Heine;1821;Lyrik;Almansor
0-88;Almansor (ernst): Des Vaters Diener ist nicht Herr des Sohnes Drum, bittrer Hassan, laß dein bittres Deuteln;Heinrich Heine;1821;Lyrik;Almansor
0-89;Ja, ich bekenn' es, nach Zuleima schmacht' ich, Wie nach dem Morgentau der Sand der Wüste;Heinrich Heine;1821;Lyrik;Almansor
0-90;Noch diese Nacht geh' ich nach Alys Schloß;Heinrich Heine;1821;Lyrik;Almansor
0-91;Hassan: Geh nicht nach Alys Schloß! Pestörtern gleich Flieh jenes Haus, wo neuer Glaube keimt;Heinrich Heine;1821;Lyrik;Almansor
0-92;Dort zieht man dir mit süßen Zangentönen Aus tiefer Brust hervor das alte Herz, Und legt dir eine Schlang' dafür hinein;Heinrich Heine;1821;Lyrik;Almansor
0-93;Dort gießt man dir Bleitropfen, hell und heiß, Aufs arme Haupt, daß nimmermehr dein Hirn Gesunden kann vom wilden Wahnsinnschmerz;Heinrich Heine;1821;Lyrik;Almansor
0-94;Dorten vertauscht man dir den alten Namen, Und gibt dir einen neu'n, damit dein Engel,                       Wenn er dich warnend ruft beim alten Namen, Vergeblich rufe;Heinrich Heine;1821;Lyrik;Almansor
0-95;O, betörtes Kind, Geh nicht nach Alys Schloß!  du bist verloren, Wenn man in dir Almansorn wiedersieht! Almansor: Besorge nichts, denn niemand kennt mich mehr;Heinrich Heine;1821;Lyrik;Almansor
0-96;Mein Antlitz trägt des Grames tiefe Furchen, Getrübt von salz'gen Tränen ist mein Aug', Nachtwandlerartig ist mein schlanker Gang, Gebrochen, wie mein Herz, ist meine Stimme  Wer sucht in mir den blühenden Almansor?                          Ja, Hassan, ja, ich liebe Alys Tochter! Nur einmal noch will ich sie schaun, die Holde! Und hab' ich mich noch einmal süß berauscht Im Anblick ihrer lieblichen Gestalt, In ihre Augen meine Seel' getaucht,                               Und schwelgend eingehaucht den süßen Odem,  Dann geh' ich wieder nach Arabiens Wüste, Und setze mich auf jenen steilen Felsen, Wo Mödschnun saß und Leilas Namen seufzte!  Drum sei nur ohne Sorge, alter Hassan,                            Im span'schen Mantel geh' ich, unbemerkt Und unerkannt, im ganzen Schloß herum, Und meine Bundgenossin ist die Nacht;Heinrich Heine;1821;Lyrik;Almansor
0-97;Hassan: Trau' nicht der Nacht, sie birgt im schwarzen Mantel Viel arge Fratzenbilder, Molch' und Schlangen,                    Und wirft sie heimlich hin vor deine Füße;Heinrich Heine;1821;Lyrik;Almansor
0-98;Trau ihrem bleichen Buhlen nicht, der droben Liebäugelnd aus den Wolken niederblinzelt, Und hämisch bald, mit schrägen, fahlen Lichtern, Die Schreckgestalten deines Wegs beflimmert;Heinrich Heine;1821;Lyrik;Almansor
0-99;Trau' nimmer ihrer Bastardbrut dort oben, Den goldnen Kindlein, die so munter funkeln, Und freundlich tun, und liebeschmeichelnd nicken, Und dennoch, wie mit tausend glühnden Fingern, Am Ende spöttisch auf dich niederdeuten;Heinrich Heine;1821;Lyrik;Almansor
0-100;Geh nicht nach Alys Schloß! Am Eingang sitzen Drei dunkle Fraun, und harren deiner Rückkehr, Um würgend dich mit Inbrunst zu umarmen, Im Liebeskuß dein Herzblut auszusaugen! Almansor: Wirf hemmend dich in eines Mühlrads Speichen,         Dräng mit der Brust zurück des Stromes Flut, Halt mit den Armen auf des Bergquells Sturz,  Doch halte mich nicht ab von Alys Schloß;Heinrich Heine;1821;Lyrik;Almansor
0-101;Dort zieht's mich hin mit tausend Demantfäden, Die sich verwebt in meines Hirnes Adern,                          Und in den Fasern meines Herzens,  Hassan, Schlaf wohl! mein altes Schwert ist mein Begleiter;Heinrich Heine;1821;Lyrik;Almansor
0-102;Hassan: Und deine Leuchte sei dein alter Glaube;Heinrich Heine;1821;Lyrik;Almansor
0-103;Alys Schloß;Heinrich Heine;1821;Lyrik;Almansor
0-104;Erleuchtetes Kabinett mit einer großen Mitteltüre;Heinrich Heine;1821;Lyrik;Almansor
0-105;Man hört Tanzmusik;Heinrich Heine;1821;Lyrik;Almansor
0-106;Don Enrique liegt zu Zuleimas Füßen;Heinrich Heine;1821;Lyrik;Almansor
0-107;Don Enrique (pathetisch): Ein Zauberduft betäubet meine Sinne, Und schauernd weiß ich nicht, was ich beginne!                    Anbetend sink' ich hin zu deinen Füßen, Um dich als heil'ge Jungfrau zu begrüßen! Du bist des Himmels Strahlenkuniginne, Der ich nicht nahen darf mit ird'scher Minne! Und wenn auch Hymens Bande uns umschließen                      Ich lieg' als Knecht dir immerdar zu Füßen! Die Musik hat aufgehört;Heinrich Heine;1821;Lyrik;Almansor
0-108;Don Diego ist während dieser Apostrophe hereingeschlichen und hat beide Flügel der Mitteltüre geöffnet;Heinrich Heine;1821;Lyrik;Almansor
0-109;Man sieht einen prächtigen, menschenvollen Ballsaal;Heinrich Heine;1821;Lyrik;Almansor
0-110;Die tanzenden Paare bleiben stehen und schauen freudig nach Don Enrique und Zuleima;Heinrich Heine;1821;Lyrik;Almansor
0-111;Einige Stimmen rufen: Heil! Heil! Heil! unserm schönen Brautpaar! (Trompetentusch;Heinrich Heine;1821;Lyrik;Almansor
0-112;Don Enrique steht auf;Heinrich Heine;1821;Lyrik;Almansor
0-113;Don Diego schleicht sich wieder fort;Heinrich Heine;1821;Lyrik;Almansor
0-114;Die Mitteltüre bleibt offen stehen;Heinrich Heine;1821;Lyrik;Almansor
0-115;) Zuleima (ernst): Führt mich zum Saal! Don Enrique (reicht ihr den Arm, verwirrt): Sennora, mein Bedienter, Der Schalk hat dies getan;Heinrich Heine;1821;Lyrik;Almansor
0-116;Zuleima:                 Gut, Sennor, gut;Heinrich Heine;1821;Lyrik;Almansor
0-117;Aly und ein Ritter treten in der Türe den Vorigen entgegen;Heinrich Heine;1821;Lyrik;Almansor
0-118;Aly (er faßt Don Enrique beim Arm): Nein, liebe Clara, laß mir deinen Bräut'gam,                                     Hier Don Rodrigo führet dich zum Saal;Heinrich Heine;1821;Lyrik;Almansor
0-119;(Zuleima, vom Ritter geführt, geht ab;Heinrich Heine;1821;Lyrik;Almansor
0-120;Die Mitteltüre schließt sich;Heinrich Heine;1821;Lyrik;Almansor
0-121;) Don Enrique: Ich wundre mich  Aly (ernst):                    Erinnert Ihr Euch nicht, Daß ich noch ein Geheimnis für Euch habe, Das ich versprach noch vor dem Hochzeitstag Euch mitzuteilen, Sennor? Don Enrique (neugierig und schmeichelnd): Ach, Ihr habt         So vieles schon für mich getan  Aly:                              Ich nichts, Nur, nur von Donna Clara hing es ab, Ob sie die Hand Euch reichen wollt';Heinrich Heine;1821;Lyrik;Almansor
0-122;Don Enrique:                       Nein, Sennor, Nur Eure Stimme, die des Vaters, galt;Heinrich Heine;1821;Lyrik;Almansor
0-123;Aly: Wohl hatt' ich Gründe, Claras Hand Euch nicht              Zu geben;Heinrich Heine;1821;Lyrik;Almansor
0-124;Doch ich hatte nicht das Recht;Heinrich Heine;1821;Lyrik;Almansor
0-125;Denn wisset: Claras Vater bin ich nicht;Heinrich Heine;1821;Lyrik;Almansor
0-126;Don Enrique (kleinlaut): Ihr Vater nicht? Aly (lächelnd):                    Seid ohne Sorge, Sennor;Heinrich Heine;1821;Lyrik;Almansor
0-127;Urkundlich und durch Testamentes Kraft Hab' ich sie anerkannt als eigne Tochter;Heinrich Heine;1821;Lyrik;Almansor
0-128;Jetzt, Sennor, seht Ihr wohl, warum nur Clara Verfügen konnte über ihre Hand;Heinrich Heine;1821;Lyrik;Almansor
0-129;Doch merkt's Euch, niemand hier, sie selber nicht, Kennt dies Geheimnis;Heinrich Heine;1821;Lyrik;Almansor
0-130;Don Enrique:        Sennor, staunen muß ich  Aly: Mitteilen aber muß ich's Euch, dem Bräut'gam;Heinrich Heine;1821;Lyrik;Almansor
0-131;Doch erst gelobt mir, daß Ihr es verschweigt, Sogar vor Eurer Braut, damit ich ihr Den großen Schmerz erspare, und die Ruh' Aus ihrem süßen Herzchen nicht verscheuche;Heinrich Heine;1821;Lyrik;Almansor
0-132;Don Enrique (gibt ihm den Handschlag): Mit meinem Ritterwort' gelob' ich Schweigen;Heinrich Heine;1821;Lyrik;Almansor
0-133;Aly: Ihr wißt, ich hieß nicht immer Don Gonzalvo;Heinrich Heine;1821;Lyrik;Almansor
